pakus.code,sample,Species,Genus,Family,Order,Class,Phylum,country,room,room.code,month,collection.date,source,isolate.num
AS_142,GCF_003938595.1_ASM393859v1_genomic,Acinetobacter soli,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160329,nursing call button,NA
AV_175,AV_175,Acinetobacter variabilis,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160426,alcohol foam dispenser,NA
393,Alcaligenes_393,Alcaligenes aquatilis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160927,washroom sink,NA
AF_174,GCF_003939865.1_ASM393986v1_genomic,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160426,washroom sink,NA
AS_373,GCF_003940265.1_ASM394026v1_genomic,Atlantibacter subterranea,Atlantibacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20170321,alcohol foam dispenser,NA
AS_379,GCF_003939305.1_ASM393930v1_genomic,Atlantibacter subterranea,Atlantibacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20170321,nursing call button,NA
AS_383,GCF_003938425.1_ASM393842v1_genomic,Atlantibacter subterranea,Atlantibacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20170321,bedside rail,NA
357,GCF_003938605.1_ASM393860v1_genomic,Brevundimonas sp. 357,Brevundimonas,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20170321,washroom sink,NA
CF_355,GCF_003938205.1_ASM393820v1_genomic,Citrobacter farmeri,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20170321,washroom sink,NA
CF_324,CF_324,Citrobacter portucalensis,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160607,washroom sink,NA
WF_348,GCF_003935165.1_ASM393516v1_genomic,Empedobacter sp. PUB2-D1,Empedobacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,PAK,PAK-1,PAK-ICU-5,NA,20160927,nursing call button,NA
WF_350,GCF_003935845.1_ASM393584v1_genomic,Empedobacter sp. PUB2-D1,Empedobacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,PAK,PAK-1,PAK-ICU-5,NA,20160927,bedside rail,NA
EC_073,GCF_003938165.1_ASM393816v1_genomic,Enterobacter cloacae,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160607,alcohol foam dispenser,NA
EH_057,GCF_003936565.1_ASM393656v1_genomic,Enterobacter hormaechei,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160510,nursing call button,NA
EH_183,GCF_003937905.1_ASM393790v1_genomic,Enterobacter hormaechei,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160510,alcohol foam dispenser,NA
EH_279,GCF_003936525.1_ASM393652v1_genomic,Enterobacter hormaechei,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160510,nursing call button,NA
EH_316,EH_316,Enterobacter hormaechei,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160524,alcohol foam dispenser,NA
EH_360,GCF_003937925.1_ASM393792v1_genomic,Enterobacter hormaechei,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160927,nursing call button,NA
EF_006,GCF_003940245.1_ASM394024v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-4,PAK-ICU-8,NA,20160329,nursing call button,NA
EF_028,GCF_003937635.1_ASM393763v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-1,PAK-ICU-5,NA,20160329,bedside light switch,NA
EF_033,GCF_003938375.1_ASM393837v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-1,PAK-ICU-5,NA,20160329,washroom sink,NA
EF_034,GCF_003940205.1_ASM394020v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-1,PAK-ICU-5,NA,20160329,alcohol foam dispenser,NA
EF_042,GCF_003938135.1_ASM393813v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-1,PAK-ICU-5,NA,20160412,bedside light switch,NA
EF_048,GCF_003938525.1_ASM393852v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-1,PAK-ICU-5,NA,20160412,alcohol foam dispenser,NA
EF_051,GCF_003939215.1_ASM393921v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-1,PAK-ICU-5,NA,20160426,nursing call button,NA
EF_052,GCF_003937355.1_ASM393735v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-1,PAK-ICU-5,NA,20160426,bedside rail,NA
EF_054,GCF_003938515.1_ASM393851v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-1,PAK-ICU-5,NA,20160426,washroom sink,NA
EF_078,GCF_003939805.1_ASM393980v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-2,PAK-ICU-6,NA,20160329,bedside rail,NA
EF_086,GCF_003940215.1_ASM394021v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-1,PAK-ICU-5,NA,20160329,bedside rail,NA
EF_092,GCF_003938125.1_ASM393812v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-2,PAK-ICU-6,NA,20160412,bedside rail,NA
EF_101,GCF_003939205.1_ASM393920v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-2,PAK-ICU-6,NA,20160426,bedside rail,NA
EF_103,GCF_003939775.1_ASM393977v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-2,PAK-ICU-6,NA,20160426,bedside light switch,NA
EF_108,GCF_003938395.1_ASM393839v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-2,PAK-ICU-6,NA,20160426,alcohol foam dispenser,NA
EF_111,GCF_003938505.1_ASM393850v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-2,PAK-ICU-6,NA,20160510,nursing call button,NA
EF_120,GCF_003938105.1_ASM393810v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-2,PAK-ICU-6,NA,20160524,nursing call button,NA
EF_127,GCF_003938045.1_ASM393804v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-2,PAK-ICU-6,NA,20160524,alcohol foam dispenser,NA
EF_129,GCF_003938065.1_ASM393806v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-2,PAK-ICU-6,NA,20160607,nursing call button,NA
EF_132,GCF_003940995.1_ASM394099v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-2,PAK-ICU-6,NA,20160607,bedside light switch,NA
EF_139,GCF_003937575.1_ASM393757v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-2,PAK-ICU-6,NA,20160705,bedside rail,NA
EF_143,GCF_003938365.1_ASM393836v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-3,PAK-ICU-7,NA,20160329,nursing call button,NA
EF_155,GCF_003938025.1_ASM393802v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-3,PAK-ICU-7,NA,20160412,nursing call button,NA
EF_157,GCF_003939165.1_ASM393916v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-3,PAK-ICU-7,NA,20160412,bedside rail,NA
EF_166,GCF_003938345.1_ASM393834v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-3,PAK-ICU-7,NA,20160412,alcohol foam dispenser,NA
EF_169,GCF_003939765.1_ASM393976v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-3,PAK-ICU-7,NA,20160426,nursing call button,NA
EF_171,GCF_003938035.1_ASM393803v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-3,PAK-ICU-7,NA,20160426,bedside rail,NA
EF_176,GCF_003939745.1_ASM393974v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-3,PAK-ICU-7,NA,20160426,alcohol foam dispenser,NA
EF_181,GCF_003938305.1_ASM393830v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-3,PAK-ICU-7,NA,20160510,washroom sink,NA
EF_205,GCF_003938495.1_ASM393849v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-4,PAK-ICU-8,NA,20160329,bedside light switch,NA
EF_231,GCF_003938485.1_ASM393848v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-4,PAK-ICU-8,NA,20160412,bedside rail,NA
EF_238,GCF_003938285.1_ASM393828v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-4,PAK-ICU-8,NA,20160412,bedside light switch,NA
EF_248,GCF_003938005.1_ASM393800v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-4,PAK-ICU-8,NA,20160412,alcohol foam dispenser,NA
EF_264,GCF_003938275.1_ASM393827v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-4,PAK-ICU-8,NA,20160426,bedside rail,NA
EF_275,GCF_003939175.1_ASM393917v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-4,PAK-ICU-8,NA,20160426,alcohol foam dispenser,NA
EF_292,GCF_003965125.1_ASM396512v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-4,PAK-ICU-8,NA,20160510,washroom sink,NA
EF_313,GCF_003938265.1_ASM393826v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-4,PAK-ICU-8,NA,20160524,washroom sink,NA
EF_325,GCF_003936605.1_ASM393660v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-4,PAK-ICU-8,NA,20160607,washroom sink,NA
EF_334,GCF_003937935.1_ASM393793v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-4,PAK-ICU-8,NA,20160705,bedside rail,NA
EF_354,GCF_003938445.1_ASM393844v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-1,PAK-ICU-5,NA,20170321,bedside rail,NA
EF_358,GCF_003940185.1_ASM394018v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-1,PAK-ICU-5,NA,20170321,alcohol foam dispenser,NA
EF_367,GCF_003936615.1_ASM393661v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-2,PAK-ICU-6,NA,20170321,nursing call button,NA
EF_370,GCF_003937285.1_ASM393728v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-2,PAK-ICU-6,NA,20170321,bedside light switch,NA
EF_375,GCF_003936585.1_ASM393658v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-2,PAK-ICU-6,NA,20170321,alcohol foam dispenser,NA
EF_380,GCF_003937555.1_ASM393755v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-3,PAK-ICU-7,NA,20170321,nursing call button,NA
EF_384,GCF_003939145.1_ASM393914v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-3,PAK-ICU-7,NA,20170321,bedside light switch,NA
EF_386,GCF_003939705.1_ASM393970v1_genomic,Enterococcus faecium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,PAK,PAK-3,PAK-ICU-7,NA,20170321,alcohol foam dispenser,NA
198,GCF_003937915.1_ASM393791v1_genomic,Erwinia sp. 198,Erwinia,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160607,alcohol foam dispenser,NA
EC_071,GCF_003938585.1_ASM393858v1_genomic,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160524,alcohol foam dispenser,NA
EC_119,GCF_003939265.1_ASM393926v1_genomic,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160524,nursing call button,NA
EC_212,GCF_003939275.1_ASM393927v1_genomic,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,washroom sink,NA
EC_219,GCF_003938155.1_ASM393815v1_genomic,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,alcohol foam dispenser,NA
EC_337,GCF_003937655.1_ASM393765v1_genomic,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160705,washroom sink,NA
EC_340,GCF_003939245.1_ASM393924v1_genomic,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160705,washroom sink,NA
EC_US_14,GCF_003937625.1_ASM393762v1_genomic,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,US-1,US-ICU-5,NA,20160510,washroom sink,NA
EC_US_18,GCF_003939825.1_ASM393982v1_genomic,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,US-1,US-ICU-5,NA,20160510,alcohol foam dispenser,NA
KO_365,GCF_003937225.1_ASM393722v1_genomic,Klebsiella oxytoca,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160927,washroom sink,NA
KP_008,GCF_003965135.1_ASM396513v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,nursing call button,NA
KP_017,GCF_003936515.1_ASM393651v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,bedside rail,NA
KP_030,GCF_003938235.1_ASM393823v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160329,washroom sink,NA
KP_040,GCF_003937565.1_ASM393756v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160412,bedside rail,NA
KP_044,GCF_003937535.1_ASM393753v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160412,bedside light switch,NA
KP_046,GCF_003937525.1_ASM393752v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160412,washroom sink,NA
KP_063,GCF_003937245.1_ASM393724v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160510,alcohol foam dispenser,NA
KP_084,GCF_003937235.1_ASM393723v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160329,washroom sink,NA
KP_089,GCF_003936505.1_ASM393650v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160412,nursing call button,NA
KP_093,GCF_003937205.1_ASM393720v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160412,bedside rail,NA
KP_109,GCF_003936475.1_ASM393647v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160426,alcohol foam dispenser,NA
KP_116,GCF_003936465.1_ASM393646v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160510,washroom sink,NA
KP_121,GCF_003936435.1_ASM393643v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160524,bedside rail,NA
KP_123,GCF_003937185.1_ASM393718v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160524,bedside light switch,NA
KP_135,GCF_003937145.1_ASM393714v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160607,washroom sink,NA
KP_136,GCF_003937125.1_ASM393712v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160607,alcohol foam dispenser,NA
KP_144,GCF_003939115.1_ASM393911v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160329,nursing call button,NA
KP_158,GCF_003937455.1_ASM393745v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160412,bedside rail,NA
KP_160,KP_160,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160412,bedside light switch,NA
KP_184,GCF_003937105.1_ASM393710v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160510,alcohol foam dispenser,NA
KP_195,GCF_003937075.1_ASM393707v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160607,bedside light switch,NA
KP_208,GCF_003936425.1_ASM393642v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,bedside light switch,NA
KP_215,GCF_003937065.1_ASM393706v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,washroom sink,NA
KP_241,GCF_003937035.1_ASM393703v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160412,bedside light switch,NA
KP_280,GCF_003936375.1_ASM393637v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160510,nursing call button,NA
KP_301,GCF_003937025.1_ASM393702v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160524,nursing call button,NA
KP_307,GCF_003940165.1_ASM394016v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160524,bedside rail,NA
KP_310,GCF_003937465.1_ASM393746v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160524,bedside light switch,NA
KP_317,GCF_003936365.1_ASM393636v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160524,alcohol foam dispenser,NA
KP_320,GCF_003937475.1_ASM393747v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160607,nursing call button,NA
KP_328,GCF_003944905.1_ASM394490v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160607,washroom sink,NA
KP_343,GCF_003944885.1_ASM394488v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160705,washroom sink,NA
KP_346,GCF_003937005.1_ASM393700v1_genomic,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160705,alcohol foam dispenser,NA
KQ_146,GCF_003936335.1_ASM393633v1_genomic,Klebsiella quasipneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160329,bedside rail,NA
OA_244,GCF_003937445.1_ASM393744v1_genomic,Ochrobactrum anthropi,Ochrobactrum,Brucellaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160412,washroom sink,NA
OA_392,GCF_003937425.1_ASM393742v1_genomic,Ochrobactrum anthropi,Ochrobactrum,Brucellaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160927,washroom sink,NA
PA_200,GCF_003936875.1_ASM393687v1_genomic,Pandoraea apista,Pandoraea,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160705,bedside rail,NA
PA_201,GCF_003937325.1_ASM393732v1_genomic,Pandoraea apista,Pandoraea,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160705,bedside light switch,NA
PD_192,GCF_003936175.1_ASM393617v1_genomic,Pantoea dispersa,Pantoea,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160607,nursing call button,NA
PR_162,PR_162,Providencia sp. 162,Providencia,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160412,washroom sink,NA
PA_011,GCF_003936975.1_ASM393697v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,nursing call button,NA
PA_032,GCF_003940675.1_ASM394067v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160329,washroom sink,NA
PA_038,GCF_003936385.1_ASM393638v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160412,nursing call button,NA
PA_041,GCF_003936965.1_ASM393696v1_genomic,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160412,bedside rail,NA
